TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0005576"	"extracellular region"	-16.755193729539524	6.192286102188137	3.8687535442060237	0.9999014076008546	4.559E-05	5.773410202029736	0.032679847495094005	null
"GO:0005615"	"extracellular space"	-3.026119872679412	5.922472694592369	2.07853535653464	0.9999045873204266	5.301E-05	-2.8584035228923157	-5.016259825173545	null
"GO:0031012"	"extracellular matrix"	-17.124563222093236	5.41881981437366	0.6517835565339344	0.9999120063293542	0	-2.915006679137421	4.983579977678452	null
