TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0022625"	"cytosolic large ribosomal subunit"	-15.86124160577662	5.610954914935405	1.014469728138433	0.20021790579421722	0	null
"GO:0022626"	"cytosolic ribosome"	-2.339724194052431	5.789641339954214	1.5308261628412307	0.29025559735765777	0.87433466	22625
"GO:0044391"	"ribosomal subunit"	-5.824823108184716	5.901851569419728	1.9821488551869784	0.17189975944954775	0.83207123	22625
"GO:0030687"	"preribosome, large subunit precursor"	-3.2537704155440603	4.726580518201694	0.1323907395608457	0.6064241807916394	0.53614612	null
"GO:0032991"	"protein-containing complex"	-2.840049042997308	6.900403837280107	19.75554538569037	1	-0	null
"GO:0043232"	"intracellular non-membrane-bounded organelle"	-3.2158299018071905	6.615538802008931	10.252362128988004	0.3939721111138616	0.58693892	null
